university,program,name,credits,mode
Universidad de los Andes,Maestría en Ingeniería de Información,Cupi bats,0.0,
Universidad de los Andes,Maestría en Ingeniería de Información,You in organizations,3.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MONITORY ENGINEERING SYSTEMS 1,0.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Algorithms analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Intelligent agents,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Formal methods algorithmic,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Artificial Intelligence and Knowledge Representation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Programming paradigms,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Concurrence and distribution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning Techniques,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Software verification,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Natural language processing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Reinforcement Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Internet of all things,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Modern topics cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,AI For Software Engineering,,
Universidad de los Andes,Maestría en Ingeniería de Información,Quantum computing: intro,,
Universidad de los Andes,Maestría en Ingeniería de Información,Technological Trends of Learning Support,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Next Generation Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Mobile and next -generation services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Technologies for the design of LAN and WAN communications networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Security tools and their foundations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Programing Distributed Computing Systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Security and privacy in Iiot and IoT systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Semantic Web,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge Discovery In Social Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MODEL ENGINEERING,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Development of mixed reality applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Video game development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,3D interactive environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Images and vision,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Mobile robotics and autonomous systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Scientific Computing & Visualization,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Management skills in IT (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Management skills in IT (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Strategic finance and marketing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,IT training training,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Entrepreneurship and Electronic Commerce (Section 1),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Entrepreneurship and Electronic Commerce (Section 2),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,IT GOVERNMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Business Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,IT management and services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Fundamentals of Management in You,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Integration of information systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Business Process Government,,Complemento
Universidad de los Andes,Maestría en Ingeniería de Información,Project Management Offices (PMO),4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Información,TI for public sector,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Información,New Digital Business ICT,4.0,Profundización
Universidad de los Andes,Maestría en Ingeniería de Información,IT in collaborative business (B2B),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Human talent and legal aspects in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Digital Customer Experience,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Change management in times of digital disruption,,
Universidad de los Andes,Maestría en Ingeniería de Información,You in supply chain management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MANAGEMENT OF PRODS. Digital,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Final Project (Degree Project - Business Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Entrepreneurship Project (Degree Project - Entrepreneurship Approach),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Information analysis about Big Data,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data strategy and leadership,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data solutions in the cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Information Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Semantic Knowledge engineering and Applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge Discovery From Social and Information Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Activity Recognition from Sequential Sensor Datasets,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data -centered organizations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Analysis with Deep Learning,,
Universidad de los Andes,Maestría en Ingeniería de Información,Mastering Machine Learning,,
Universidad de los Andes,Maestría en Ingeniería de Información,Data automation and orchestration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Final Project,4.0,Integración
Universidad de los Andes,Maestría en Ingeniería de Información,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Software modeling leveling,0.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Agile software development processes,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Productivity improvement: automation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Software Development Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,SW and Lin Fabricios Products,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,User experience improvement,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,SW agile architectures,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,FUNCTIONAL PROGRAMMING WITH SCALA Application,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Automatic tests,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Integrative Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,DEVOPS,,
Universidad de los Andes,Maestría en Ingeniería de Información,Project Management,,
Universidad de los Andes,Maestría en Ingeniería de Información,IoT solution design,,
Universidad de los Andes,Maestría en Ingeniería de Información,Data analysis and modeling,,
Universidad de los Andes,Maestría en Ingeniería de Información,Design and Construction of APIS,,
Universidad de los Andes,Maestría en Ingeniería de Información,Software metrics,,
Universidad de los Andes,Maestría en Ingeniería de Información,Analytitca processes,2.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Design and construction of non -monilitic applications,2.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Introduction to video game development,2.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Design Thinking,,
Universidad de los Andes,Maestría en Ingeniería de Información,SW modernization,,
Universidad de los Andes,Maestría en Ingeniería de Información,Cryptographic engineering and its application in you,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Safe infrastructure (host & network),4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Defense and cybersecurity on the network,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Host security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Security models Application and standard analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,CSIRTS MANAGEMENT AND INCIDENT MANAGEMENT,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Safe programming,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Project Management in Information Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Forensic computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Modern cryptography in applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Offensive cybersecurity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Deciphering Bitcoin,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Quantum computing and cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data Science For Cybersecurity,,
Universidad de los Andes,Maestría en Ingeniería de Información,Cloud Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Big Data analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data strategy and leadership,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data solutions in the cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data -centered organizations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Information Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Analysis with Deep Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data automation and orchestration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Business Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Elective Disc postgraduate school,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Elective Uniandes Master,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge Discovery from social and information networks,,
Universidad de los Andes,Maestría en Ingeniería de Información,Semantic Knowledge Engineering and applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Activity Recognition from Sequential Sensor Datasets,,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning for Decision-Making Support in Public Sector High-Stakes Problems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Mastering Machine Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Applied Data Science,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Information analysis about Big Data,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data strategy and leadership,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Data solutions in the cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Information Project Management,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Semantic Knowledge engineering and Applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Semantic Knowledge engineering and Applications,,
Universidad de los Andes,Maestría en Ingeniería de Información,Knowledge Discovery From Social and Information Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Activity Recognition from Sequential Sensor Datasets,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Machine Learning for Decision-Making Support in Public Sector High-Stakes Problems,,
Universidad de los Andes,Maestría en Ingeniería de Información,Data -centered organizations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,Analysis with Deep Learning,,
Universidad de los Andes,Maestría en Ingeniería de Información,Mastering Machine Learning,,
Universidad de los Andes,Maestría en Ingeniería de Información,Data automation and orchestration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MINE-4301: Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MINE-4302: Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Información,MINE-4303: Tesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Algorithms analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Programming paradigms,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Intelligent agents,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Concurrence and distribution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Machine Learning Techniques,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software verification,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Natural language processing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Reinforcement Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Internet of things,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Modern topics in cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,AI for Software Engineering,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Introduction to quantum computing: from theory to practice,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technologies for the design of LAN and WAN networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Semantic Web,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Development of mixed reality applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,3D interactive environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Visual analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Images and vision,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Mobile robotics and autonomous systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Elective in another system of systems and computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Elective in another mastery,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Mobile and next -generation services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Security tools and their foundations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Location -based services and applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Big Data Analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Safe infrastructure,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,IT infrastructure architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Images and vision,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,3D interactive environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software factories,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Big Data Analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Knowledge administration,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Recommendation systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Visual Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Information architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business Analytics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technological Trends of Learning Support,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Artificial Intelligence and Knowledge Representation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Location -based services and applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Next generation mobile services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Interactive visual computing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,ICT -supported learning environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software factories,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Formal algorithmic methods,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Artificial intelligence,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Robotics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technological Trends of Learning Support,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tutorial,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Virtual communities in business intelligence environments,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Location -based services and applications,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software systems confidentiality and integrity,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Project Management for Architects,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Effective communication for architects,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business architecture and IT strategy,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Fundamentals of architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Power People,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Architectures for new technologies,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Solution architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Information architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Infrastructure architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Security architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Business Process Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software Project Estimation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Architecting For The Cloud,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,New Generation Architectures,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Enterprise Modeling,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Digital transformation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Intelligent Systems Architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Integration architecture,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Architecting Digital Enterprises,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Frameworks and languages ​​for architects,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Milestone Driven Agile Execution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Big Data Architectures,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technical Debt in Software Architecture,,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 1,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Bioinformatics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Programming Fundamentals for Biological Sciences,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Fundamentals of molecular biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Special Computational Biology Tutorial,1.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Algorithms in Computational Biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Bioinformatics applied to biodiversity studies,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Modeling of metabolic networks and their application in the industry,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Population genomic data analysis,2.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Phylogenomic,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Microbial ecology and bioinformatic analysis tools,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,High performance computing for biological sciences,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Statistics in Computational Biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,EBI tools for search and biological data analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Computer tools for metabolic engineering,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Discovering our biodiversity through data -based approaches and bioinformatics,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Semiannual internship,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,INTERSEASTAL INSANTY,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Final Project,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,4CR thesis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis 8CR,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis 2 - 4 CR (4 CR),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis 2 - 8 CR (8 CR),4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis 2,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Advanced molecular biology,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Multidisciplinary Design Project in Engineering,3.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Algorithms Design and Analysis,3.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Apo i - algorithmic and programming i,3.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,APPO II - ALGORITMIC AND PROGRAMMING II,3.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cupi bats,0.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,You in organizations,3.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,MONITORY ENGINEERING SYSTEMS 1,0.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Tesis I,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Thesis II,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Algorithms analysis,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Intelligent agents,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Formal methods algorithmic,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Artificial Intelligence and Knowledge Representation,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Programming paradigms,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Concurrence and distribution,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Machine Learning Techniques,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Software verification,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Natural language processing,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Reinforcement Learning,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Internet of all things,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Modern topics cryptography,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technological Trends of Learning Support,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Next Generation Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Mobile and next -generation services,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Technologies for the design of LAN and WAN communications networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Cloud Solutions Development,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Security tools and their foundations,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Programing Distributed Computing Systems,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Internet of Things and IIoT Security,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Semantic Web,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,Knowledge Discovery In Social Networks,4.0,
Universidad de los Andes,Maestría en Ingeniería de Sistemas y Computación,MODEL ENGINEERING,4.0,
